Title,Location,Company,Salary,Sponsored,Description,salary_min,salary_max,python_sk,spark_sk,tableau_sk,aws_sk,excel_sk,power_sk,numpy_sk,opencv_sk,pandas_sk,nltk_sk,machine_sk,deep_sk,statistics_sk,sql_sk,tensorflow_sk,job_simp1,seniority,loc_simp1,desc_len,avg_salary
Looking for a machine learning /Data Science Trainer,"Delhi, Delhi",Elite Institute sector-4 Rohini,"₹50,000 - ₹1,00,000 a month",Organic,"Knowledge and working experience in one or more of the following areas: Natural Language Processing, Clustering, and Classifications of Text, Question Answering, Text Mining, Information Retrieval, Distributional Semantics, Knowledge Engineering, Search Rank and Recommendation.
Candidate with excellent communication skills and passion for teaching and technology only should apply. Needs to train in- house students, beginners, and professionals on Python and Machine Learning.
Designing training programmers based on the needs of the organization.
Must be presentable and smart and should have very good communication skills.
Job Types: Part-time, Commission
Salary: ₹50,000.00 - ₹100,000.00 per month
Experience:
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Master's (Preferred)",600000.0,1200000.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,mle,na,Delhi,804,900000.0
Artificial Intelligence/Machine Learning,"Jaipur, Rajasthan",CAD DESK,"₹20,000 - ₹40,000 a month",Organic,"B.E/Masters in Computer science/Statistics or equivalent
At least 3years of experience in predictive modeling, strong knowledge of machine learning algorithms.
Strong in R,Python/ Strong knowledge of C/C++, software design, programming techniques, and AI algorithms.
Very strong SQL and data visualization/ programming, ideally CUDA C/C++.
Experience with parallel Strong communication and organization skills, with a logical approach to problem solving, good time management, and task prioritization skills.
Job Type: Contract
Salary: ₹20,000.00 - ₹40,000.00 per month
Experience:
AI/ML Training: 1 year (Required)
Online training: 1 year (Preferred)
Education:
Bachelor's (Required)",240000.0,480000.0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,mle,na,Jaipur,684,360000.0
Web Developer,"Rohini Sub City, Delhi, Delhi",Divine Web Solution,"₹18,000 - ₹35,000 a month",Organic,"POSITION: JAVA DEVELOPER
REQUIREMENT: FULL TIME DEVELOPER
The position may require additional duties/responsibilities that may not be outlined below, and specific functions are subject to change.
· Designing and developing a web-based educational platform tailored specifically for use with interactive modules with videos.
· Developing a front end website based one architectural design.
· Designing user interactions on web pages.
· Developing back end website applications.
· Creating servers and databases for functionality
· Ensuring responsiveness of applications.
· Designing and developing APIs.
· Troubleshooting, debugging, and upgrading software.
· Designing and developing security and data protection measures.
· Meeting both technical and consumer needs.
· Staying abreast of developments in web technology.
· Supporting the company’s future web development initiatives.
· Designing and developing unit tests.
· Participating in code reviews.
QUALIFICATIONS & REQUIREMENTS
The following qualifications are the minimum requirements necessary to successfully perform this role. However, any equivalent combination of experience, education and training, which provides the necessary knowledge, skills and abilities, would be acceptable, subject to any legal and/or regulatory requirements.
· Degree in Computer Engineering, Computer Science or equivalent disciplines.
· Proficiency with fundamental front-end languages such as HTML, CSS and JavaScript.
· Proficiency with JAVA and Spring framework.(most important)
· Good understanding of scripting languages such as Python, groovy, shell, powershell.
· Proficiency with MongoDB and familiarity with other database technologies such as MSSQL.
· Proficiency with Microsoft Visual Studio.
· Familiarity with WebServer like NGINX, application server like JBoss running on linux OS, and windows IIS etc.
· Experience with Git is preferred.
· Experience interfacing with both internal team members and external customers as part of a solution-based service process.
· Experience troubleshooting and responding to customer concerns.
· Proven record of being reliable and accountable for all aspects of their job.
· Excellent analytical, interpersonal and communication skills with the ability to communicate complex technical issues in an easy to understand manner.
· Ability to work in a fast-paced, self-directed, entrepreneurial environment.
· Strong time management skills.
· Ability to adapt to changing technologies.
· Ability to multi-task activities with shifting priorities. Able to work productively in a pressurized environment.
* Should have knowledge of android application.,
Experience:
Java: 1 year (Min)
Education:
Bachelor's (Required)
Job Type: Full-time
Salary: ₹18,000.00 - ₹35,000.00 per month
Experience:
Total work: 1 year (Preferred)
Education:
Bachelor's (Preferred)
Programming Languages needed:
CSS (Preferred)
Java (Preferred)
JavaScript (Preferred)
Python (Preferred)
PHP (Preferred)
Benefits:
Travel allowance
Industry:
IT Operations & Helpdesk
Work Remotely:
No",216000.0,420000.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,na,na,Delhi,3047,318000.0
Mobile AI Engineer - NLP & Speech Tech,"Chandigarh, Chandigarh",DataToBiz,"₹6,00,000 - ₹10,00,000 a year",Organic,"DataToBiz is an AI and Data Analytics Services startup. We are a team of young and dynamic professionals looking for an exceptional Mobile AI Engineer to join our team in Chandigarh. We are trying to solve some very exciting business challenges by applying cutting-edge Machine Learning and Deep Learning Technology.
Being a consulting and services startup we are looking for quick learners who can work in a cross-functional team of Consultants, SMEs from various domains, UX architects, and Application development experts, to deliver compelling solutions through the application of Data Science and Machine Learning. The desired candidate will have a passion for finding patterns in large datasets, an ability to quickly understand the underlying domain and expertise to apply Machine Learning tools and techniques to create insights from the data.
Responsibilities:
* As a Mobile AI engineer on our team, you will be responsible for solving complex data problems for various clients using deep learning techniques.
* Work with the team to extract and transform natural language data from audio and text on the mobile native application.
* Develop and implement a framework for mobile processing of language syntax and semantics as well as contextualization of audio and textual data using python
* Develop strategies and implement methods to pass NLP techniques to classification algorithms.
* Execute project plan to meet requirements and timelines.
* Identify success metrics and monitor them to ensure high-quality output for the client.
* Deliver production-ready models that can be deployed in the production system.
* Understand and identify appropriate data sources required for solving the business problem at hand.
Requirements
* 2+ years of working with Python, Machine learning with exposure to one or more DL frameworks like Tensorflow, Keras, Caffe, MXNet etc
* Minimum 2 years experience in text representation techniques and NLP algorithms to succeed in this role along with hands on Speech Analytics
* Exposure to Deep Learning algrithm implementation in either speech analytics or NLP domain
* Exposure to ML/DL techniques and algorithms to work with different data formats including voice and text unstructured data
* Strong verbal and written communication skills with other developers and business client
* Android or iOS experience will be advantageous
* Exposure to DL Model optimization & transfer learning techniques
Job Type: Full-time
Salary: ₹600,000.00 - ₹1,000,000.00 per year
Experience:
Full time Work: 2 years (Required)
NLP or Speech Tech: 1 year (Required)
Deep Learning: 1 year (Required)
Work Remotely:
Temporarily due to COVID-19",600000.0,1000000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,na,na,na,2670,800000.0
Machine Learning Engineer (Contract),"Bengaluru, Karnataka",Research Grid Ltd,"₹50,000 a month",Organic,"Company:
R.grid is an early-stage start-up that streamlines administrative medical research processes by using deep learning.
Job Overview:
We are looking for a Machine Learning Engineer who has skills in Natural Language Processing.
The job responsibilities include working with a team of software engineers building an app that utilizes deep learning-based natural language processing and data science combined with a user-friendly UX.
You should have a strong problem-solving ability and a background in mathematical modeling and statistical analysis.
Responsibilities and Duties:
Build and expand NLP algorithms, analytic systems, and other predictive models
Plan and manage data projects
Collaborate with a team of software engineers and data scientists
Lead data mining and collection procedures
Ensure data quality and integrity
Interpret and analyze data problems
Conceive, plan and prioritize data projects
Test performance of data-driven products
Visualize data and create reports
Experiment with new models and techniques
Align data projects with organizational goals
Requirements:
Excellent spoken and written English and comprehension
Proven experience as an NLP Engineer, Data Scientist, Machine Learning Engineer
Solid understanding of machine learning and neural networks
Knowledge of data management and visualization techniques
Expertise in statistical analysis and predictive modeling
Good knowledge of Python, R, and MATLAB
Experience with AWS
Strong organizational and leadership skills
Excellent communication skills
A business mindset
Degree in Computer Science, Data Science, Mathematics, Statistics or similar field
Benefits:
*
Monthly pay
No Saturday work
Business casual dress
Small team
Start-up environment
Job Types: Full-time, Contract
Salary: ₹50,000.00 per month
Experience:
Data Science: 4 years (Required)
AWS: 2 years (Required)
Machine Learning: 4 years (Required)
statistical analysis and predictive modelling: 3 years (Required)
Python: 4 years (Required)
NLP: 3 years (Required)
Education:
Master's (Preferred)
Location:
Bengaluru, Karnataka (Preferred)
Language:
English (Required)
Work Remotely:
Yes",600000.0,600000.0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,mle,na,Bengaluru,2141,600000.0
Python Developer/Selenium Testing,"Chennai, Tamil Nadu",Yours Efficiently,"₹96,000 - ₹1,56,000 a year",Organic,"Job Description:
1. Hands-on coding experience in Selenium with Python
2. Design, implement and maintain test scripts with good quality in a python based automated test framework (Atom IDE) for testing web based user interface
3. Able to work independently and with the team to deliver test plans and test cases successfully with best practices
4. Experience in building test scripts for test automation framework using Page Object Model
5. Good to have hands-on experience in PyTest, Unittest automation with Python
6. Proficient in Python as an Object Oriented programming language and community standards for Python programming and related concept
7. Execute and report on planned tests, report and manage defects, regress software fixes for new and existing products, assist development with replicating and debugging problems and develop new test automation solutions as needed
8. Develop test reports and metrics
9. Experience in Test Automation Frameworks like Data Driven, Keyword Driven and Hybrid
10. Deep understanding of Test Case Development with prior experience in Test Case Automation
Educational Qualification:
Graduate or Post Graduate in Engineering, Science, Technology, (Preferably BE or MCA graduate) with Related Experience.
Experience Required:
0-3 Years Experience in Python Development & Selenium Testing.
Job Type: Full-time
Pay: ₹96,000.00 - ₹156,000.00 per year
Work Remotely:
Temporarily due to COVID-19",96000.0,156000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,na,na,Chennai,1433,126000.0
Python & Data Analytics Engineer,"Chennai, Tamil Nadu",Stratmark consulting Pvt ltd,"₹3,00,000 - ₹7,00,000 a year",Organic,"We are looking for proficient Python Developers with knowledge in Analytics and scripting. Additional skills required are API, AI & ML. Candidates with the background of B.E / B.Tech / M.Sc. / M.E / M.Tech /MCA in Computer Science or Applications will be preferred
Required Skills:
Proficient in Core Python and its libraries and Modeling - regression, classification, linear etc.
Proficient in building highly scalable and optimized engines for Data Analytics.
Good knowledge in JavaScript, CSS, HTML5, XML and Object Relational Mappers (ORM).S
Strongexposure in RDBMS (MySQL, MongoDB, Document DB, MSSQL) and Servers (Apache, Ngnix)
Good in exposing and consuming APIs, RESTAPI, Web ServicesE
Experiencein Visualization tools such as Power BI, Tableaun
Knowledgein AI and ML, Deep Learning (Audio/Video/NLP, Neural Network) will be an added advantage.
Knowledgeof Multi-process architecture (MVC, MVT) and Multiple Delivery platforms.
Goodexposure in Azure DevOps and Version Controls including Git.
Verygood in Analytical, Design, Communication and presentation skills.
Job Type: Full-time
Salary: ₹300,000.00 - ₹700,000.00 per year
Experience:
Software Development: 3 years (Preferred)
Rest API: 2 years (Preferred)
Python: 2 years (Preferred)
Java Script: 2 years (Preferred)
AI & ML: 2 years (Preferred)",300000.0,700000.0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,na,na,Chennai,1309,500000.0
Data Scientist,"Bengaluru, Karnataka",loyalytics consulting,"₹5,00,000 - ₹9,00,000 a year",Organic,"Experience required: 2-4 years

We are looking for a passionate Data Scientist to turn data into meaningful information that can help our clients make data informed decisions
Typical responsibilities include end to end execution of advanced data science projects primarily involving applying data mining techniques, doing statistical analysis, and building high quality prediction systems. You’ll have access to large B2B and B2C data sets on a robust analytic platform. Customer and account data is enriched with demographics and firmographics, transactional purchase history, Web behavior and cross-channel marketing campaign history. Tools and analytic environment include SAS, Tableau, R/Python and well-managed MPP RDBMS, Hadoop & Hive.
Loyalytics is a startup and our work environment is very conducive to trying and testing out a variety of new things. A high degree of passion, commitment to our customers’ priorities and willingness to learn new things on the go are some of the qualities that will help individuals succeed at Loyalytics.

Job Description:
2-4 years real world experience working as a data scientist
Hands on experience in statistical modelling software such as R, Python or SAS (optional) along with data visualization tools like Tableau/Power BI
Good understanding of statistical and predictive modeling concepts.
Strong expertise in either R or Python
Excellent analytical thinking, and problem-solving skills.
Hands on experience in working on data mining and statistical machine learning problems
In depth understanding of advance ML techniques and algorithms like regression, clustering, decision trees, Neural Networks, Gradient descent, SVM etc
Experience in project management and handling client communications
Excellent communication (written/verbal) skills, including logically structuring and delivering presentations.
Open to learning new methods/techniques in the ever-changing world of analytics. High aptitude to learn quickly, assimilate to new teams and projects, and work well under pressure with appropriate attention to detail.",500000.0,900000.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,data scientist,na,Bengaluru,2075,700000.0
Machine Learning part time job/internship at Pune,"Pune, Maharashtra",SkillBit,"₹5,000 a month",Organic,"About the company:
SkillBit is a leading staffing and recruitment company engaged in talent searching assignments for skilled and talented candidates for the industry.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Analyzing data, developing predictive algorithms, designing, and recommending code algorithms using advanced machine learning algorithms 2. Designing, developing, and testing sales recommendation solutions 3. Performing explanatory data analysis 4. Preparing & analyzing data and identifying patterns
Who can apply:
Only those students or freshers can apply who:
are available for the part time job/internship (it may be part time in-office or part time at home/work from home online)
have relevant skills and interests
can start the part time job/internship between 11th Aug'20 and 15th Sep'20
are available for duration of 1 month
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 6
Categories: Machine Learning,Data Science",60000.0,60000.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,mle,intern,Pune,1088,60000.0
Data Scientist,"Bengaluru, Karnataka",HR Devi and Associates,"₹8,00,000 - ₹11,00,000 a year",Organic,"Data Scientist
Bangalore


1.Build program expertise by improving data analytics and establishing the framework for the company's future in data science, machine learning, AI and predictive analytics.
2.Experience in statistical modeling techniques such as linear regression, logistic regression, and GLM.
3.Experience and knowledge with one or more of modern machine learning and statistical modeling techniques, e.g. GLM, GAM, decision trees, random forest, SVM, deep learning, GBM, clustering, Bayesian averaging
4.Experience using predictive analytics, machine learning, and artificial intelligence practices.
Knowledge of dashboarding to create data visualizations and Business Intelligence software.
5.Strong data mining skills with the ability to interpret data for the purposes of drawing business inferences.
6.Expertise in one or more modeling/machine learning languages such as R, Python, etc.
7.Expertise in SQL and databases.
8.Education of colleagues, business partners, and prospects in various areas related to the discipline. Strong ability to communicate technical data and concepts to audiences with varying levels of understanding.
9.Proficiency in Microsoft Office (Excel, Word, PowerPoint).
Experience
5 - 7 Years

Salary
8 Lac To 11 Lac P.A.

Industry
IT Software - Others

Qualification
B.Sc, B.Tech/B.E

Key Skills
Data scientist DATA ANALYTICS


About Company
Company Name
HRDevi Talent Acquisition


About Company
An advanced Big Data Platform Management software product to help organizations effectively deploy Big Data features in business processes and decision making. In addition to creating a ‘Centralized Data Platform’ it also provides a centralized framework to enable business, analytics, governance, capabilities, and technology to operate effectively in a shared environment.

Email ID
swati5547@gmail.com",800000.0,1100000.0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,data scientist,na,Bengaluru,1845,950000.0
Data Scientist (Machine Learning)/Artificial Intelligence,"Lucknow, Uttar Pradesh",MNL GLUCK SERVICES PVT. LTD,"₹30,000 - ₹60,000 a month",Organic,"This is an individual contributor role in areas of AI (ML, DL and NLP). This is a hands-on experience role for developing large scale B2C applications.
You will be responsible for:
- Developing large scale B2C systems/modules
- Developing prototype for various new business use cases
- Taking end-to-end ownership of business use cases – Define, POC, Develop, Deploy and Maintain
- Building Machine learning models for Predictions, Image processing, Natural Language Processing and other related areas.
- Building Large scale system for Video, Audio, Image and Text analysis AI system
- Implement and experiment with different features and architectures for Deep-Learning models for NLP
Minimum Skills Required:
- B.E, B.Tech, M.Tech in Computer Science, EC, Mech, IT or equivalent work experience
- 3+ years of data science / mining experience;
- Knowledgeable in one or more of the following : Machine Learning / Information Retrieval / Deep Learning / NLP
- Excellent knowledge of at least two coding languages like Python, Java, Scala, R
- Language, SQL, ETL Tools, Perl and Pig;
- Should have worked on different tools like Java, SQL, Python, etc.;
- Good experience with SQL, Linux shell scripts, Perl, and AWK;
- Domain knowledge in at least two industries
- Overall knowledge of Business Intelligence; in particular, data modeling, ETL, and reporting tools;
- Extensive hands on experience working with very large data sets, including statistical analyses, data visualisation, data mining, and data cleansing/transformation;
Under-the-hood knowledge of many of these machine learning concepts:
- Supervised/unsupervised learning, loss functions, regularisation, feature selection, regression/ classification,
- Cross-validation, bagging, kernel methods, sampling, probability distributions;
- Experience prototyping and developing data mining solutions using statistical software packages (R, H2O);
- Excellent verbal and written communication;
- Good analytical and interpersonal skills;
- Strong ability to communicate deep analytical results in forms that resonate with scientific and/or business collaborators, highlighting actionable insights;
Job Type: Full-time
Salary: ₹30,000.00 - ₹60,000.00 per month",360000.0,720000.0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,data scientist,na,Lucknow,2218,540000.0
AI Developer,"Pune, Maharashtra",GrayRipples.com,"₹40,000 - ₹50,000 a year",Organic,"Job Description
Develop custom reports and analytics, dashboards for the various business requirements.
Work with data ETL and data analysis packages and workflows.
Create frameworks using ML models, using symbolic reasoners, and populating knowledge bases or graphs.
Ability to meet the timelines set.
Prepare Unit test scripts and execute as required. Provide maintenance and support for the system and execute any change requests as required.
Deliver design and development of the enhancements raised by the business.
Design test cases and test scripts under own direction, mapping back to pre-determined criteria, recording and reporting outcomes.
Expected Profile
Bachelor’s degree in Computer Science or a similar technical field, or equivalent practical experience.
1 year of work experience.
Experience in JavaScript, and one or more programming languages including but not limited to: Java, C/C++, Python or Go.
Experience in working with front end technologies and/or front end frameworks.
Demonstrated commitment to learning about AI through your own initiatives through courses, books, or side projects.
Good problem-solving skills and logical reasoning skills is required.
You will bring a passion for Artificial Intelligence and an eagerness to be a part of a global Artificial Intelligence initiative.
The ideal candidate must have proven expertise in Artificial Intelligence(including deep learning algorithms),Machine Learning and/or NLP
Job Types: Full-time, Temporary
Salary: ₹40,000.00 - ₹50,000.00 per year
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
java: 1 year (Preferred)
Education:
Bachelor's (Preferred)",40000.0,50000.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,na,na,Pune,1695,45000.0
Data Scientist,"Ahmedabad, Gujarat",Azine Web Technologies,"₹30,000 - ₹50,000 a month",Organic,"We are looking for a Data Scientist to analyze large amounts of raw data to find patterns that will help improve our processes. We will rely on you to build data products to extract valuable business insights.
In this role, you should be highly analytical with a knack for math, statistics and reporting. Critical thinking and problem-solving skills are essential for interpreting data. We also want to see a passion for learning and research.
Your goal will be to help our company analyze trends and use the right technology to make better decisions.
Responsibilities
· Identify valuable data sources and automate collection processes
· Undertake preprocessing of structured and unstructured data
· Analyze large amounts of information to discover trends and patterns
· Build predictive models and machine-learning algorithms
· Combine models through ensemble modeling
· Present information using data visualization techniques
· Propose solutions and strategies to business challenges
· Collaborate with engineering and product development teams
Requirements
· Proven experience as a Data Scientist or Data Analyst
· Experience in data mining
· Understanding of machine-learning and operations research
· Knowledge of R, SQL and Python; familiarity with Scala, Java or C++ is an asset
· Experience using business intelligence tools (e.g. Tableau) and data frameworks like Mongo DB
· Analytical mind and business acumen
· Strong math skills (e.g. statistics, algebra)
· Problem-solving aptitude
· Excellent communication and presentation skills
BSc/BA in Computer Science, Engineering or relevant field; graduate degree in Data Science or other quantitative field is preferred
Job Type: Full-time
Salary: ₹30,000.00 - ₹50,000.00 per month
Experience:
total work: 5 years (Preferred)
Data Analysis: 4 years (Preferred)
Education:
Bachelor's (Preferred)
Work Remotely:
No",360000.0,600000.0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,data scientist,na,Ahmedabad,1869,480000.0
